subject	count_trial	count_subj	Global_trial_num	run_num	trial_time	resp_key	resp_time	trial_type	acc	currCity	priorCity	trialList	respList	curVidNav	tmn
S6_A	78	5	3	3	50.13663	d	61.35772	d	1	1	2	<,<,>	l,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_0.txt	t
S6_A	79	5	4	3	75.16319	s	88.51839	s	1	1	1	<,>,<	l,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_1.txt	t
S6_A	80	5	5	3	100.1731	s	110.3437	d	0	2	1	>,<,<	r,l,l	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_3.txt	m
S6_A	81	5	6	3	125.2164	nan	0	s	0	2	2	<,<,<	r,l,l	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_4.txt	m
S6_A	82	5	7	3	150.2596	s	158.2129	s	1	2	2	<,>,<	l,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_5.txt	m
S6_A	83	5	8	3	175.3195	s	193.5933	d	0	3	2	<,>,>	l,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_0.txt	n
S6_A	84	5	9	3	200.3303	s	208.6496	d	0	2	3	<,>,<	l,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_6.txt	m
S6_A	85	5	10	3	225.3562	s	230.8588	s	1	2	2	<,<,<	l,l,l	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_7.txt	m
S6_A	86	5	11	3	250.3829	d	261.3206	d	1	3	2	>,<,<	r,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_1.txt	n
S6_A	87	5	12	3	275.4263	d	288.3981	s	0	3	3	<,<,<	l,l,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_2.txt	n
S6_A	88	5	13	3	300.4365	s	308.0896	s	1	3	3	>,>,<	r,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_3.txt	n
S6_A	89	5	14	3	325.4631	s	331.0656	s	1	3	3	<,<,<	l,l,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_4.txt	n
S6_A	90	5	15	3	350.5065	d	358.493	d	1	1	3	<,<,<	l,l,l	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_2.txt	t
S6_A	91	5	16	3	375.4994	d	391.039	s	0	1	1	>,>,>	r,r,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_3.txt	t
S6_A	92	5	17	3	400.5092	d	418.0329	d	1	3	1	<,>,<	l,l,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_5.txt	n
S6_A	93	5	18	3	425.5522	d	428.07	d	1	1	3	>,>,>	r,r,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_4.txt	t
S6_A	94	5	19	3	450.6132	s	461.367	s	1	1	1	<,<,>	l,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_5.txt	t
S6_A	95	5	20	3	475.6394	nan	0	s	0	1	1	<,<,>	l,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_6.txt	t
S6_A	96	5	21	3	500.6826	s	513.8546	d	0	3	1	<,<,>	l,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_6.txt	n
S6_A	97	5	22	3	525.7256	s	545.4178	s	1	3	3	>,<,>	l,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_7.txt	n
S6_A	98	5	23	3	550.7689	s	554.6205	s	1	3	3	>,<,>	r,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_8.txt	n
S6_A	99	5	24	3	575.8114	s	585.3817	s	1	3	3	<,>,<	l,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_9.txt	n
S6_A	100	5	25	3	600.8212	d	605.5237	d	1	2	3	<,>,>	l,r,r	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_8.txt	m
S7_A	1	6	1	0	0.01674896	nan	0	null	0	3	99	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_1.txt	n
S7_A	2	6	2	0	25.0595	d	32.66227	d	1	2	3	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_0.txt	m
S7_A	3	6	3	0	50.05276	d	69.877	d	1	3	2	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_2.txt	n
S7_A	4	6	4	0	75.07935	d	89.16836	d	1	1	3	>,<,>	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_0.txt	t
S7_A	5	6	5	0	100.1061	s	112.7941	s	1	1	1	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_1.txt	t
S7_A	6	6	6	0	125.116	d	129.2842	d	1	3	1	>,>,<	r,r,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_3.txt	n
S7_A	7	6	7	0	150.1426	d	163.7643	d	1	1	3	>,<,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_2.txt	t
S7_A	8	6	8	0	175.1691	s	182.1719	s	1	1	1	<,<,<	l,l,l	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_3.txt	t
S7_A	9	6	9	0	200.1955	d	205.8807	d	1	3	1	>,>,<	r,r,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_4.txt	n
S7_A	10	6	10	0	225.2221	d	236.2765	s	0	3	3	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_5.txt	n
S7_A	11	6	11	0	250.2323	s	265.3712	s	1	3	3	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_6.txt	n
S7_A	12	6	12	0	275.2587	s	282.0948	s	1	3	3	<,>,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_7.txt	n
S7_A	13	6	13	0	300.2852	d	319.8096	d	1	1	3	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_4.txt	t
S7_A	14	6	14	0	325.3118	d	331.3975	d	1	2	1	>,<,>	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_1.txt	m
S7_A	15	6	15	0	350.3218	s	354.4901	s	1	2	2	<,<,>	l,l,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_2.txt	m
S7_A	16	6	16	0	375.3486	s	383.6351	s	1	2	2	>,>,>	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_3.txt	m
S7_A	17	6	17	0	400.3753	d	404.8436	d	1	1	2	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_5.txt	t
S7_A	18	6	18	0	425.4013	s	428.3195	s	1	1	1	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_6.txt	t
S7_A	19	6	19	0	450.4117	d	459.9819	s	0	1	1	>,<,<	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_7.txt	t
S7_A	20	6	20	0	475.4382	d	487.3596	d	1	3	1	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_8.txt	n
S7_A	21	6	21	0	500.4646	s	508.5178	s	1	3	3	<,<,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_9.txt	n
S7_A	22	6	22	0	525.4914	s	537.0131	s	1	3	3	<,<,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_10.txt	n
S7_A	23	6	23	0	550.502	d	560.506	d	1	2	3	>,>,<	r,r,l	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_4.txt	m
S7_A	24	6	24	0	575.5289	s	581.465	d	0	3	2	>,>,<	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_11.txt	n
S7_A	25	6	25	0	600.5564	d	607.9756	d	1	2	3	<,>,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_5.txt	m
S7_A	26	6	1	1	0.03323197	nan	0	null	0	1	99	>,<,>	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_1.txt	t
S7_A	27	6	2	1	25.05995	s	32.46276	d	0	2	1	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_0.txt	m
S7_A	28	6	3	1	50.08648	d	64.07554	d	1	1	2	<,>,>	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_2.txt	t
S7_A	29	6	4	1	75.11303	d	82.83285	d	1	2	1	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_1.txt	m
S7_A	30	6	5	1	100.123	s	109.9269	d	0	1	2	<,>,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_3.txt	t
S7_A	31	6	6	1	125.1497	d	133.1862	d	1	3	1	>,<,<	r,l,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_0.txt	n
S7_A	32	6	7	1	150.1761	s	159.5799	s	1	3	3	>,<,<	r,l,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_1.txt	n
S7_A	33	6	8	1	175.2029	d	193.8603	d	1	1	3	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_4.txt	t
S7_A	34	6	9	1	200.2296	s	204.7484	s	1	1	1	<,>,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_5.txt	t
S7_A	35	6	10	1	225.2395	s	233.426	s	1	1	1	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_6.txt	t
S7_A	36	6	11	1	250.2662	d	262.3544	d	1	2	1	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_2.txt	m
S7_A	37	6	12	1	275.2927	s	289.6483	s	1	2	2	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_3.txt	m
S7_A	38	6	13	1	300.3193	s	308.4388	s	1	2	2	<,>,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_4.txt	m
S7_A	39	6	14	1	325.3289	d	328.2967	d	1	3	2	<,>,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_2.txt	n
S7_A	40	6	15	1	350.3559	d	353.6573	d	1	2	3	<,>,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_5.txt	m
S7_A	41	6	16	1	375.3828	d	378.6843	d	1	3	2	<,>,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_3.txt	n
S7_A	42	6	17	1	400.4095	s	411.0972	s	1	3	3	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_4.txt	n
S7_A	43	6	18	1	425.4197	d	442.0932	d	1	1	3	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_7.txt	t
S7_A	44	6	19	1	450.446	d	453.1139	d	1	2	1	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_6.txt	m
S7_A	45	6	20	1	475.4723	s	476.8066	s	1	2	2	<,<,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_7.txt	m
S7_A	46	6	21	1	500.4825	d	512.0035	d	1	1	2	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_8.txt	t
S7_A	47	6	22	1	525.4925	s	532.1621	s	1	1	1	<,<,>	l,l,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_9.txt	t
S7_A	48	6	23	1	550.5194	d	553.821	d	1	3	1	>,<,>	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_5.txt	n
S7_A	49	6	24	1	575.5461	d	580.8151	d	1	1	3	>,<,<	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_10.txt	t
S7_A	50	6	25	1	600.5729	s	607.5259	s	1	1	1	>,<,<	r,l,l	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_11.txt	t
S7_A	51	6	1	2	0.01654601	nan	0	null	0	2	99	<,<,>	l,l,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_1.txt	m
S7_A	52	6	2	2	25.04329	s	27.94442	s	1	2	2	>,>,<	r,r,l	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_2.txt	m
S7_A	53	6	3	2	50.06982	d	57.72298	d	1	1	2	<,<,>	l,l,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_0.txt	t
S7_A	54	6	4	2	75.09628	s	78.71473	s	1	1	1	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_1.txt	t
S7_A	55	6	5	2	100.1063	d	103.3079	d	1	2	1	<,<,<	l,l,l	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_3.txt	m
S7_A	56	6	6	2	125.133	s	127.4676	s	1	2	2	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_4.txt	m
S7_A	57	6	7	2	150.1597	s	153.2945	s	1	2	2	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_5.txt	m
S7_A	58	6	8	2	175.1864	d	177.2707	d	1	3	2	<,<,<	l,l,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_0.txt	n
S7_A	59	6	9	2	200.1963	d	206.6991	d	1	2	3	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_6.txt	m
S7_A	60	6	10	2	225.223	s	226.3904	s	1	2	2	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_7.txt	m
S7_A	61	6	11	2	250.2495	d	269.3409	d	1	3	2	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_1.txt	n
S7_A	62	6	12	2	275.2764	s	277.8943	s	1	3	3	>,>,<	r,r,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_2.txt	n
S7_A	63	6	13	2	300.2866	s	312.2247	s	1	3	3	>,<,<	r,l,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_3.txt	n
S7_A	64	6	14	2	325.3136	s	329.0814	s	1	3	3	<,>,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_4.txt	n
S7_A	65	6	15	2	350.3404	d	353.875	d	1	1	3	>,>,>	r,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_2.txt	t
S7_A	66	6	16	2	375.3668	s	384.0199	s	1	1	1	<,<,>	l,l,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_3.txt	t
S7_A	67	6	17	2	400.3769	d	402.4778	d	1	3	1	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_5.txt	n
S7_A	68	6	18	2	425.4038	d	429.8055	d	1	1	3	<,<,<	l,l,l	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_4.txt	t
S7_A	69	6	19	2	450.414	d	453.6485	s	0	1	1	>,<,>	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_5.txt	t
S7_A	70	6	20	2	475.4404	s	478.0246	s	1	1	1	>,<,<	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_6.txt	t
S7_A	71	6	21	2	500.4503	d	512.9553	d	1	3	1	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_6.txt	n
S7_A	72	6	22	2	525.4771	d	527.8776	s	0	3	3	>,>,<	r,r,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_7.txt	n
S7_A	73	6	23	2	550.5033	s	552.2701	s	1	3	3	<,<,>	l,l,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_8.txt	n
S7_A	74	6	24	2	575.5294	s	583.1825	s	1	3	3	>,<,>	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_9.txt	n
S7_A	75	6	25	2	600.5399	d	608.5764	d	1	2	3	>,>,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_8.txt	m
S7_A	76	6	1	3	0.01568097	nan	0	null	0	1	99	>,<,>	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_1.txt	t
S7_A	77	6	2	3	25.04225	d	32.02842	d	1	2	1	<,<,>	l,l,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_0.txt	m
S7_A	78	6	3	3	50.05294	d	63.75769	d	1	1	2	<,>,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_2.txt	t
S7_A	79	6	4	3	75.0789	d	85.65003	d	1	2	1	>,<,>	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_1.txt	m
S7_A	80	6	5	3	100.0888	d	108.5758	d	1	1	2	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_3.txt	t
S7_A	81	6	6	3	125.0987	d	127.3167	d	1	3	1	>,<,>	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_0.txt	n
S7_A	82	6	7	3	150.1086	s	154.3438	s	1	3	3	>,<,>	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_1.txt	n
S7_A	83	6	8	3	175.1361	d	179.5538	d	1	1	3	<,>,<	l,r,l	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_4.txt	t
S7_A	84	6	9	3	200.1451	d	204.2803	s	0	1	1	>,>,<	r,r,l	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_5.txt	t
S7_A	85	6	10	3	225.1716	s	240.8611	s	1	1	1	>,<,>	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_6.txt	t
S7_A	86	6	11	3	250.1981	d	253.716	d	1	2	1	>,>,<	r,r,l	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_2.txt	m
S7_A	87	6	12	3	275.2079	s	282.5776	s	1	2	2	<,<,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_3.txt	m
S7_A	88	6	13	3	300.2346	s	307.5711	s	1	2	2	>,>,>	l,l,r	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_4.txt	m
S7_A	89	6	14	3	325.2615	d	327.329	d	1	3	2	>,>,<	r,r,l	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_2.txt	n
S7_A	90	6	15	3	350.2882	d	361.9427	d	1	2	3	>,<,<	r,l,l	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_5.txt	m
S7_A	91	6	16	3	375.2983	s	379.5332	d	0	3	2	<,>,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_3.txt	n
S7_A	92	6	17	3	400.3248	s	403.4259	s	1	3	3	>,<,>	r,l,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_4.txt	n
S7_A	93	6	18	3	425.3517	d	431.804	d	1	1	3	<,>,>	l,r,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_7.txt	t
S7_A	94	6	19	3	450.3781	d	457.7642	d	1	2	1	>,<,<	r,l,l	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_6.txt	m
S7_A	95	6	20	3	475.3886	s	485.5592	s	1	2	2	<,<,<	l,l,l	NavClipsFinalRand/GR_st9_5000_3c_1/Position/position_7.txt	m
S7_A	96	6	21	3	500.4153	d	511.7865	d	1	1	2	>,>,<	r,r,l	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_8.txt	t
S7_A	97	6	22	3	525.4421	s	535.0289	s	1	1	1	<,<,<	l,l,l	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_9.txt	t
S7_A	98	6	23	3	550.4688	d	553.8864	d	1	3	1	<,<,>	l,l,r	NavClipsFinalRand/GR_st9_5000_3c_2/Position/position_5.txt	n
S7_A	99	6	24	3	575.4783	d	578.2792	d	1	1	3	>,>,<	r,r,l	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_10.txt	t
S7_A	100	6	25	3	600.5052	s	607.0413	s	1	1	1	>,>,>	r,r,r	NavClipsFinalRand/GR_st9_5000_3c_0/Position/position_11.txt	t
S8_B	1	7	1	0	0.01670104	nan	0	null	0	2	99	<,<,>	l,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_1.txt	m
S8_B	2	7	2	0	25.0433	s	43.26717	s	1	2	2	>,>,<	r,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_1.txt	m
S8_B	3	7	3	0	50.0866	d	65.49261	d	1	1	2	>,<,>	r,r,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_0.txt	n
S8_B	4	7	4	0	75.07989	d	87.98488	s	0	1	1	>,>,<	r,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_1.txt	n
S8_B	5	7	5	0	100.1065	s	109.1767	d	0	2	1	>,>,<	r,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_2.txt	m
S8_B	6	7	6	0	125.1336	s	138.9889	s	1	2	2	>,<,>	r,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_3.txt	m
S8_B	7	7	7	0	150.1599	s	165.2161	s	1	2	2	>,>,>	r,r,r	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_4.txt	m
S8_B	8	7	8	0	175.1699	nan	0	d	0	3	2	<,>,>	l,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_0.txt	t
S8_B	9	7	9	0	200.1967	s	215.2529	d	0	2	3	>,<,>	r,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_5.txt	m
S8_B	10	7	10	0	225.2234	s	237.2113	s	1	2	2	>,>,<	r,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_6.txt	m
S8_B	11	7	11	0	250.233	d	268.0737	d	1	3	2	<,<,<	l,l,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_1.txt	t
S8_B	12	7	12	0	275.2595	d	287.9314	s	0	3	3	>,>,<	r,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_2.txt	t
S8_B	13	7	13	0	300.2863	s	313.7086	s	1	3	3	<,>,>	l,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_3.txt	t
S8_B	14	7	14	0	325.3133	nan	0	s	0	3	3	>,<,>	r,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_4.txt	t
S8_B	15	7	15	0	350.3401	d	365.8969	d	1	1	3	<,<,<	l,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_2.txt	n
S8_B	16	7	16	0	375.3505	nan	0	s	0	1	1	>,<,>	r,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_3.txt	n
S8_B	17	7	17	0	400.3773	nan	0	d	0	3	1	<,>,>	l,r,r	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_5.txt	t
S8_B	18	7	18	0	425.4038	s	439.6261	d	0	1	3	<,>,>	l,r,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_4.txt	n
S8_B	19	7	19	0	450.4304	d	469.521	s	0	1	1	>,>,>	r,r,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_5.txt	n
S8_B	20	7	20	0	475.4402	d	489.1129	s	0	1	1	>,<,>	r,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_6.txt	n
S8_B	21	7	21	0	500.4673	s	510.6716	d	0	3	1	<,<,<	l,l,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_6.txt	t
S8_B	22	7	22	0	525.4943	s	528.7123	s	1	3	3	>,<,<	r,l,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_7.txt	t
S8_B	23	7	23	0	550.5213	s	562.1089	s	1	3	3	>,<,<	r,l,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_8.txt	t
S8_B	24	7	24	0	575.5308	d	585.0012	s	0	3	3	<,>,>	r,r,r	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_9.txt	t
S8_B	25	7	25	0	600.5573	d	618.815	d	1	2	3	<,<,>	l,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_7.txt	m
S8_B	26	7	1	1	0.03323603	nan	0	null	0	3	99	<,<,>	l,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_10.txt	t
S8_B	27	7	2	1	25.05987	s	40.08241	d	0	2	3	<,<,>	l,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_8.txt	m
S8_B	28	7	3	1	50.10323	d	65.44279	d	1	3	2	>,<,>	r,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_11.txt	t
S8_B	29	7	4	1	75.09653	d	92.38699	d	1	1	3	<,>,<	l,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_7.txt	n
S8_B	30	7	5	1	100.123	d	119.7477	s	0	1	1	<,<,>	l,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_8.txt	n
S8_B	31	7	6	1	125.1497	d	136.3378	d	1	3	1	<,>,<	l,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_12.txt	t
S8_B	32	7	7	1	150.1763	d	156.0621	d	1	1	3	<,>,<	l,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_9.txt	n
S8_B	33	7	8	1	175.1863	nan	0	s	0	1	1	<,>,>	l,r,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_10.txt	n
S8_B	34	7	9	1	200.213	s	217.6034	d	0	3	1	>,>,<	r,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_13.txt	t
S8_B	35	7	10	1	225.2397	s	236.6612	s	1	3	3	<,<,<	l,l,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_14.txt	t
S8_B	36	7	11	1	250.2665	d	268.257	s	0	3	3	>,<,>	r,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_15.txt	t
S8_B	37	7	12	1	275.3101	d	288.3485	s	0	3	3	<,>,<	l,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_16.txt	t
S8_B	38	7	13	1	300.3035	d	318.0273	d	1	1	3	>,>,>	r,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_11.txt	n
S8_B	39	7	14	1	325.3305	s	333.2003	d	0	2	1	<,<,<	l,l,l	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_9.txt	m
S8_B	40	7	15	1	350.3573	d	364.7794	s	0	2	2	>,>,>	r,r,r	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_10.txt	m
S8_B	41	7	16	1	375.4006	d	382.7367	s	0	2	2	>,>,>	r,r,r	NavClipsFinalCutRand/GR_st9_5000_3c_1/Position/position_11.txt	m
S8_B	42	7	17	1	400.4272	d	408.6976	d	1	1	2	>,<,>	r,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_12.txt	n
S8_B	43	7	18	1	425.4539	s	441.7608	s	1	1	1	>,<,>	r,l,r	NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_13.txt	n
S8_B	44	7	19	1	450.4812	s	467.4045	s	1	1	1	<,<,<		NavClipsFinalCutRand/GR_st9_5000_3c_0/Position/position_14.txt	n
S8_B	45	7	20	1	475.5077	d	479.0254	d	1	3	1	<,>,<	l,r,l	NavClipsFinalCutRand/GR_st9_5000_3c_2/Position/position_17.txt	t
